Frequency (Hz),Magnitude (dB),Phase (degrees)
53.08844442,13.97966512,-0.201827421
53.21082593,13.97966634,-0.202292711
53.33348955,13.97966757,-0.202759075
53.45643594,13.9796688,-0.203226514
53.57966575,13.97967004,-0.20369503
53.70317964,13.97967129,-0.204164627
53.82697825,13.97967254,-0.204635307
53.95106225,13.9796738,-0.205107072
54.07543229,13.97967506,-0.205579924
54.20008904,13.97967633,-0.206053867
54.32503315,13.97967761,-0.206528903
54.45026528,13.97967889,-0.207005034
54.57578611,13.97968018,-0.207482262
54.70159629,13.97968147,-0.207960591
54.82769649,13.97968277,-0.208440023
54.95408739,13.97968407,-0.208920561
55.08076964,13.97968538,-0.209402206
55.20774393,13.9796867,-0.209884962
55.33501092,13.97968802,-0.210368831
55.4625713,13.97968935,-0.210853816
55.59042573,13.97969069,-0.211339919
55.71857489,13.97969203,-0.211827143
55.84701947,13.97969338,-0.21231549
55.97576015,13.97969473,-0.212804963
56.1047976,13.97969609,-0.213295565
56.23413252,13.97969746,-0.213787298
56.36376558,13.97969883,-0.214280165
56.49369748,13.97970021,-0.214774168
56.6239289,13.97970159,-0.21526931
56.75446054,13.97970298,-0.215765594
56.88529308,13.97970438,-0.216263023
57.01642723,13.97970579,-0.216761598
57.14786367,13.9797072,-0.217261323
57.2796031,13.97970862,-0.2177622
57.41164622,13.97971004,-0.218264232
57.54399373,13.97971147,-0.218767421
57.67664634,13.97971291,-0.219271771
57.80960474,13.97971435,-0.219777284
57.94286964,13.9797158,-0.220283962
58.07644175,13.97971726,-0.220791808
58.21032178,13.97971872,-0.221300826
58.34451043,13.97972019,-0.221811017
58.47900841,13.97972167,-0.222322385
58.61381645,13.97972316,-0.222834932
58.74893525,13.97972465,-0.22334866
58.88436554,13.97972615,-0.223863573
59.02010802,13.97972765,-0.224379674
59.15616342,13.97972916,-0.224896964
59.29253246,13.97973068,-0.225415447
59.42921586,13.97973221,-0.225935126
59.56621435,13.97973374,-0.226456003
59.70352866,13.97973528,-0.226978081
59.84115951,13.97973683,-0.227501363
59.97910763,13.97973838,-0.228025851
60.11737375,13.97973994,-0.228551549
60.25595861,13.97974151,-0.229078459
60.39486294,13.97974309,-0.229606584
60.53408748,13.97974467,-0.230135927
60.67363296,13.97974626,-0.23066649
60.81350013,13.97974786,-0.231198277
60.95368972,13.97974947,-0.231731289
61.09420249,13.97975108,-0.232265531
61.23503917,13.9797527,-0.232801005
61.37620052,13.97975433,-0.233337714
61.51768727,13.97975596,-0.23387566
61.65950019,13.9797576,-0.234414846
61.80164001,13.97975925,-0.234955276
61.94410751,13.97976091,-0.235496952
62.08690342,13.97976258,-0.236039877
62.23002852,13.97976425,-0.236584053
62.37348355,13.97976593,-0.237129485
62.51726928,13.97976762,-0.237676174
62.66138647,13.97976932,-0.238224124
62.80583588,13.97977102,-0.238773338
62.95061829,13.97977273,-0.239323818
63.09573445,13.97977445,-0.239875567
63.24118514,13.97977618,-0.240428588
63.38697113,13.97977792,-0.240982885
63.53309319,13.97977966,-0.241538459
63.67955209,13.97978141,-0.242095315
63.82634862,13.97978317,-0.242653455
63.97348355,13.97978494,-0.243212882
64.12095766,13.97978672,-0.243773599
64.26877173,13.9797885,-0.244335609
64.41692655,13.9797903,-0.244898915
64.5654229,13.9797921,-0.245463519
64.71426157,13.97979391,-0.246029426
64.86344335,13.97979572,-0.246596638
65.01296903,13.97979755,-0.247165157
65.16283941,13.97979938,-0.247734988
65.31305526,13.97980123,-0.248306132
65.46361741,13.97980308,-0.248878594
65.61452663,13.97980494,-0.249452375
65.76578374,13.97980681,-0.25002748
65.91738952,13.97980869,-0.25060391
66.0693448,13.97981057,-0.25118167
66.22165037,13.97981247,-0.251760763
66.37430704,13.97981437,-0.25234119
66.52731562,13.97981628,-0.252922956
66.68067692,13.9798182,-0.253506064
66.83439176,13.97982013,-0.254090516
66.98846094,13.97982207,-0.254676316
67.14288529,13.97982402,-0.255263467
67.29766563,13.97982598,-0.255851971
67.45280277,13.97982794,-0.256441833
67.60829754,13.97982992,-0.257033055
67.76415076,13.9798319,-0.25762564
67.92036326,13.97983389,-0.258219592
68.07693587,13.9798359,-0.258814914
68.23386941,13.97983791,-0.259411608
68.39116473,13.97983993,-0.260009678
68.54882265,13.97984196,-0.260609127
68.706844,13.979844,-0.261209959
68.86522963,13.97984605,-0.261812176
69.02398038,13.97984811,-0.262415782
69.18309709,13.97985017,-0.26302078
69.3425806,13.97985225,-0.263627173
69.50243176,13.97985434,-0.264234964
69.66265141,13.97985644,-0.264844157
69.82324041,13.97985854,-0.265454755
69.9841996,13.97986066,-0.26606676
70.14552984,13.97986278,-0.266680177
70.30723199,13.97986492,-0.267295009
70.4693069,13.97986707,-0.267911258
70.63175543,13.97986922,-0.268528929
70.79457844,13.97987139,-0.269148023
70.9577768,13.97987356,-0.269768546
71.12135137,13.97987575,-0.270390499
71.28530301,13.97987794,-0.271013887
71.44963261,13.97988015,-0.271638712
71.61434102,13.97988237,-0.272264979
71.77942913,13.97988459,-0.272892689
71.9448978,13.97988683,-0.273521847
72.11074792,13.97988907,-0.274152456
72.27698036,13.97989133,-0.274784519
72.44359601,13.9798936,-0.275418039
72.61059574,13.97989588,-0.276053021
72.77798045,13.97989817,-0.276689467
72.94575103,13.97990046,-0.27732738
73.11390835,13.97990277,-0.277966765
73.28245331,13.97990509,-0.278607624
73.45138682,13.97990743,-0.279249961
73.62070975,13.97990977,-0.279893779
73.79042301,13.97991212,-0.280539082
73.96052751,13.97991448,-0.281185873
74.13102413,13.97991686,-0.281834156
74.30191379,13.97991924,-0.282483934
74.47319739,13.97992164,-0.28313521
74.64487584,13.97992405,-0.283787988
74.81695005,13.97992647,-0.284442272
74.98942093,13.9799289,-0.285098064
75.1622894,13.97993134,-0.285755369
75.33555637,13.97993379,-0.28641419
75.50922277,13.97993625,-0.28707453
75.6832895,13.97993873,-0.287736392
75.8577575,13.97994121,-0.288399782
76.03262769,13.97994371,-0.289064701
76.207901,13.97994622,-0.289731153
76.38357836,13.97994874,-0.290399142
76.55966069,13.97995127,-0.291068672
76.73614894,13.97995382,-0.291739746
76.91304403,13.97995637,-0.292412368
77.09034691,13.97995894,-0.29308654
77.26805851,13.97996152,-0.293762268
77.44617978,13.97996411,-0.294439554
77.62471166,13.97996672,-0.295118402
77.8036551,13.97996933,-0.295798815
77.98301105,13.97997196,-0.296480798
78.16278046,13.9799746,-0.297164353
78.34296428,13.97997725,-0.297849485
78.52356346,13.97997991,-0.298536197
78.70457897,13.97998259,-0.299224492
78.88601176,13.97998528,-0.299914375
79.0678628,13.97998798,-0.300605849
79.25013305,13.97999069,-0.301298918
79.43282347,13.97999342,-0.301993585
79.61593504,13.97999616,-0.302689854
79.79946873,13.97999891,-0.303387729
79.9834255,13.98000168,-0.304087213
80.16780634,13.98000445,-0.304788311
80.35261222,13.98000724,-0.305491025
80.53784412,13.98001004,-0.306195361
80.72350302,13.98001286,-0.30690132
80.90958992,13.98001569,-0.307608908
81.09610579,13.98001853,-0.308318127
81.28305162,13.98002138,-0.309028983
81.4704284,13.98002425,-0.309741477
81.65823714,13.98002713,-0.310455615
81.84647881,13.98003003,-0.3111714
82.03515443,13.98003294,-0.311888836
82.22426499,13.98003586,-0.312607926
82.4138115,13.98003879,-0.313328675
82.60379496,13.98004174,-0.314051086
82.79421637,13.9800447,-0.314775164
82.98507675,13.98004768,-0.315500911
83.17637711,13.98005067,-0.316228332
83.36811846,13.98005367,-0.316957431
83.56030182,13.98005669,-0.317688211
83.75292821,13.98005972,-0.318420677
83.94599865,13.98006276,-0.319154832
84.13951416,13.98006582,-0.31989068
84.33347578,13.98006889,-0.320628226
84.52788452,13.98007198,-0.321367472
84.72274141,13.98007508,-0.322108424
84.9180475,13.9800782,-0.322851084
85.11380382,13.98008133,-0.323595457
85.3100114,13.98008447,-0.324341547
85.50667129,13.98008763,-0.325089358
85.70378452,13.9800908,-0.325838894
85.90135215,13.98009399,-0.326590158
86.09937522,13.9800972,-0.327343155
86.29785478,13.98010041,-0.328097889
86.49679188,13.98010365,-0.328854364
86.69618758,13.98010689,-0.329612583
86.89604293,13.98011016,-0.330372551
87.096359,13.98011343,-0.331134272
87.29713684,13.98011673,-0.33189775
87.49837752,13.98012003,-0.332662989
87.70008211,13.98012336,-0.333429993
87.90225168,13.9801267,-0.334198765
88.1048873,13.98013005,-0.334969311
88.30799004,13.98013342,-0.335741635
88.51156098,13.9801368,-0.336515739
88.7156012,13.98014021,-0.337291629
88.92011179,13.98014362,-0.338069309
89.12509381,13.98014705,-0.338848782
89.33054837,13.9801505,-0.339630054
89.53647655,13.98015397,-0.340413127
89.74287945,13.98015745,-0.341198006
89.94975815,13.98016094,-0.341984696
90.15711376,13.98016445,-0.3427732
90.36494737,13.98016798,-0.343563523
90.57326009,13.98017153,-0.344355669
90.78205302,13.98017509,-0.345149642
90.99132726,13.98017866,-0.345945447
91.20108394,13.98018226,-0.346743087
91.41132415,13.98018587,-0.347542566
91.62204901,13.9801895,-0.34834389
91.83325965,13.98019314,-0.349147063
92.04495718,13.9801968,-0.349952087
92.25714272,13.98020048,-0.350758969
92.46981739,13.98020417,-0.351567712
92.68298234,13.98020788,-0.35237832
92.89663868,13.98021161,-0.353190798
93.11078755,13.98021536,-0.35400515
93.32543008,13.98021912,-0.354821381
93.54056741,13.9802229,-0.355639494
93.75620069,13.9802267,-0.356459494
93.97233106,13.98023052,-0.357281386
94.18895965,13.98023435,-0.358105173
94.40608763,13.9802382,-0.358930861
94.62371614,13.98024207,-0.359758454
94.84184633,13.98024596,-0.360587955
95.06047937,13.98024986,-0.36141937
95.2796164,13.98025378,-0.362252702
95.4992586,13.98025772,-0.363087957
95.71940713,13.98026168,-0.363925139
95.94006315,13.98026566,-0.364764251
96.16122784,13.98026965,-0.3656053
96.38290236,13.98027367,-0.366448288
96.6050879,13.9802777,-0.367293221
96.82778563,13.98028175,-0.368140102
97.05099672,13.98028582,-0.368988938
97.27472238,13.98028991,-0.369839731
97.49896377,13.98029402,-0.370692487
97.7237221,13.98029814,-0.37154721
97.94899854,13.98030229,-0.372403905
98.1747943,13.98030645,-0.373262576
98.40111058,13.98031064,-0.374123228
98.62794856,13.98031484,-0.374985865
98.85530947,13.98031906,-0.375850492
99.08319449,13.9803233,-0.376717114
99.31160484,13.98032757,-0.377585734
99.54054174,13.98033185,-0.378456359
99.77000638,13.98033615,-0.379328991
100,13.98034047,-0.380203637
100.2305238,13.98034481,-0.381080301
100.461579,13.98034917,-0.381958987
100.6931669,13.98035355,-0.382839699
100.9252886,13.98035795,-0.383722444
101.1579454,13.98036237,-0.384607225
101.3911386,13.98036682,-0.385494047
101.6248693,13.98037128,-0.386382915
101.8591388,13.98037576,-0.387273833
102.0939484,13.98038026,-0.388166806
102.3292992,13.98038479,-0.38906184
102.5651926,13.98038933,-0.389958938
102.8016298,13.9803939,-0.390858106
103.038612,13.98039849,-0.391759348
103.2761406,13.9804031,-0.39266267
103.5142167,13.98040773,-0.393568075
103.7528416,13.98041238,-0.394475569
103.9920166,13.98041705,-0.395385156
104.2317429,13.98042174,-0.396296842
104.4720219,13.98042646,-0.397210631
104.7128548,13.9804312,-0.398126528
104.9542429,13.98043596,-0.399044539
105.1961874,13.98044074,-0.399964667
105.4386896,13.98044554,-0.400886917
105.6817509,13.98045037,-0.401811296
105.9253725,13.98045522,-0.402737807
106.1695557,13.98046009,-0.403666455
106.4143018,13.98046498,-0.404597246
106.6596121,13.9804699,-0.405530185
106.9054879,13.98047483,-0.406465275
107.1519305,13.98047979,-0.407402523
107.3989412,13.98048478,-0.408341933
107.6465214,13.98048978,-0.409283511
107.8946722,13.98049481,-0.410227261
108.1433951,13.98049987,-0.411173188
108.3926914,13.98050494,-0.412121298
108.6425624,13.98051004,-0.413071595
108.8930093,13.98051517,-0.414024084
109.1440336,13.98052032,-0.414978771
109.3956366,13.98052549,-0.415935661
109.6478196,13.98053068,-0.416894758
109.9005839,13.9805359,-0.417856068
110.153931,13.98054114,-0.418819596
110.407862,13.98054641,-0.419785347
110.6623784,13.9805517,-0.420753326
110.9174815,13.98055702,-0.421723539
111.1731727,13.98056236,-0.42269599
111.4294534,13.98056772,-0.423670684
111.6863248,13.98057311,-0.424647628
111.9437883,13.98057853,-0.425626825
112.2018454,13.98058397,-0.426608282
112.4604974,13.98058943,-0.427592003
112.7197456,13.98059492,-0.428577994
112.9795915,13.98060044,-0.42956626
113.2400363,13.98060598,-0.430556806
113.5010816,13.98061154,-0.431549638
113.7627286,13.98061714,-0.43254476
114.0249788,13.98062275,-0.433542179
114.2878335,13.9806284,-0.434541898
114.5512941,13.98063407,-0.435543925
114.8153621,13.98063976,-0.436548263
115.0800389,13.98064549,-0.437554919
115.3453258,13.98065123,-0.438563898
115.6112242,13.98065701,-0.439575204
115.8777356,13.98066281,-0.440588844
116.1448614,13.98066864,-0.441604823
116.4126029,13.9806745,-0.442623147
116.6809617,13.98068038,-0.44364382
116.9499391,13.98068629,-0.444666848
117.2195366,13.98069223,-0.445692236
117.4897555,13.98069819,-0.446719991
117.7605974,13.98070418,-0.447750117
118.0320636,13.9807102,-0.44878262
118.3041556,13.98071625,-0.449817506
118.5768748,13.98072232,-0.450854779
118.8502227,13.98072843,-0.451894446
119.1242008,13.98073456,-0.452936512
119.3988104,13.98074072,-0.453980983
119.6740531,13.98074691,-0.455027864
119.9499303,13.98075312,-0.456077161
120.2264435,13.98075937,-0.457128878
120.503594,13.98076564,-0.458183023
120.7813835,13.98077195,-0.4592396
121.0598134,13.98077828,-0.460298616
121.338885,13.98078464,-0.461360075
121.6186001,13.98079103,-0.462423983
121.8989599,13.98079745,-0.463490347
122.179966,13.9808039,-0.464559171
122.4616199,13.98081038,-0.465630462
122.7439231,13.98081689,-0.466704225
123.0268771,13.98082343,-0.467780466
123.3104833,13.98083,-0.468859191
123.5947433,13.9808366,-0.469940404
123.8796587,13.98084324,-0.471024113
124.1652308,13.9808499,-0.472110323
124.4514612,13.98085659,-0.47319904
124.7383514,13.98086331,-0.474290268
125.025903,13.98087007,-0.475384016
125.3141175,13.98087685,-0.476480287
125.6029964,13.98088367,-0.477579088
125.8925412,13.98089052,-0.478680425
126.1827535,13.9808974,-0.479784304
126.4736347,13.98090431,-0.48089073
126.7651866,13.98091125,-0.481999709
127.0574105,13.98091823,-0.483111248
127.3503081,13.98092524,-0.484225352
127.6438809,13.98093228,-0.485342027
127.9381304,13.98093935,-0.48646128
128.2330583,13.98094645,-0.487583115
128.528666,13.98095359,-0.48870754
128.8249552,13.98096076,-0.489834559
129.1219274,13.98096797,-0.49096418
129.4195841,13.9809752,-0.492096408
129.7179271,13.98098247,-0.493231248
130.0169578,13.98098978,-0.494368708
130.3166778,13.98099712,-0.495508793
130.6170888,13.98100449,-0.49665151
130.9181923,13.9810119,-0.497796863
131.2199899,13.98101934,-0.498944861
131.5224832,13.98102681,-0.500095507
131.8256739,13.98103432,-0.50124881
132.1295634,13.98104186,-0.502404774
132.4341535,13.98104944,-0.503563406
132.7394458,13.98105705,-0.504724713
133.0454418,13.9810647,-0.5058887
133.3521432,13.98107239,-0.507055373
133.6595517,13.98108011,-0.508224739
133.9676687,13.98108786,-0.509396805
134.2764961,13.98109565,-0.510571575
134.5860354,13.98110348,-0.511749057
134.8962883,13.98111134,-0.512929257
135.2072563,13.98111924,-0.514112181
135.5189412,13.98112718,-0.515297835
135.8313447,13.98113515,-0.516486226
136.1444682,13.98114316,-0.51767736
136.4583137,13.9811512,-0.518871243
136.7728826,13.98115929,-0.520067882
137.0881766,13.98116741,-0.521267284
137.4041975,13.98117557,-0.522469454
137.7209469,13.98118376,-0.523674398
138.0384265,13.981192,-0.524882124
138.3566379,13.98120027,-0.526092638
138.6755829,13.98120858,-0.527305946
138.9952631,13.98121693,-0.528522055
139.3156803,13.98122531,-0.529740971
139.6368361,13.98123374,-0.530962701
139.9587323,13.9812422,-0.53218725
140.2813705,13.9812507,-0.533414627
140.6047524,13.98125925,-0.534644837
140.9288798,13.98126783,-0.535877887
141.2537545,13.98127645,-0.537113783
141.579378,13.98128511,-0.538352532
141.9057522,13.98129381,-0.53959414
142.2328787,13.98130256,-0.540838615
142.5607594,13.98131134,-0.542085963
142.8893959,13.98132016,-0.54333619
143.2187899,13.98132902,-0.544589303
143.5489433,13.98133793,-0.54584531
143.8798578,13.98134687,-0.547104215
144.2115352,13.98135586,-0.548366027
144.5439771,13.98136489,-0.549630752
144.8771854,13.98137396,-0.550898397
145.2111618,13.98138307,-0.552168968
145.5459081,13.98139222,-0.553442472
145.881426,13.98140142,-0.554718917
146.2177174,13.98141066,-0.555998308
146.5547841,13.98141994,-0.557280653
146.8926278,13.98142926,-0.558565959
147.2312502,13.98143863,-0.559854232
147.5706533,13.98144804,-0.561145479
147.9108388,13.98145749,-0.562439707
148.2518085,13.98146699,-0.563736924
148.5935642,13.98147653,-0.565037135
148.9361078,13.98148611,-0.566340348
149.279441,13.98149574,-0.56764657
149.6235656,13.98150542,-0.568955808
149.9684836,13.98151514,-0.570268069
150.3141966,13.9815249,-0.57158336
150.6607066,13.98153471,-0.572901687
151.0080154,13.98154456,-0.574223058
151.3561248,13.98155446,-0.57554748
151.7050367,13.9815644,-0.57687496
152.054753,13.9815744,-0.578205505
152.4052754,13.98158443,-0.579539123
152.7566058,13.98159452,-0.580875819
153.1087462,13.98160465,-0.582215602
153.4616983,13.98161482,-0.583558479
153.815464,13.98162505,-0.584904456
154.1700453,13.98163532,-0.586253541
154.525444,13.98164563,-0.587605741
154.8816619,13.981656,-0.588961064
155.238701,13.98166641,-0.590319516
155.5965632,13.98167687,-0.591681105
155.9552503,13.98168738,-0.593045838
156.3147643,13.98169794,-0.594413722
156.675107,13.98170855,-0.595784765
157.0362804,13.98171921,-0.597158974
157.3982864,13.98172991,-0.598536356
157.761127,13.98174067,-0.599916919
158.1248039,13.98175147,-0.60130067
158.4893192,13.98176233,-0.602687616
158.8546749,13.98177323,-0.604077765
159.2208727,13.98178418,-0.605471125
159.5879147,13.98179519,-0.606867702
159.9558029,13.98180625,-0.608267504
160.3245391,13.98181735,-0.609670539
160.6941253,13.98182851,-0.611076814
161.0645635,13.98183972,-0.612486337
161.4358557,13.98185098,-0.613899114
161.8080038,13.9818623,-0.615315155
162.1810097,13.98187366,-0.616734465
162.5548756,13.98188508,-0.618157054
162.9296033,13.98189655,-0.619582928
163.3051948,13.98190808,-0.621012095
163.6816521,13.98191965,-0.622444563
164.0589773,13.98193128,-0.623880339
164.4371723,13.98194297,-0.625319431
164.8162392,13.98195471,-0.626761846
165.1961798,13.9819665,-0.628207593
165.5769963,13.98197835,-0.629656679
165.9586907,13.98199025,-0.631109112
166.341265,13.98200221,-0.6325649
166.7247213,13.98201422,-0.63402405
167.1090614,13.98202628,-0.63548657
167.4942876,13.98203841,-0.636952469
167.8804018,13.98205059,-0.638421753
168.2674061,13.98206282,-0.63989443
168.6553025,13.98207511,-0.64137051
